doc_id,page_number,text
IR_ch4,2,introduction to information retrieval last lecture index construction sort based indexing naïve in memory inversion blocked sort based indexing bsbi merge sort is effective for hard disk based sorting avoid seeks single pass in memory indexing spimi no global dictionary generate separate dictionary for each block don t sort postings accumulate postings in postings lists as they occur distributed indexing using mapreduce dynamic indexing multiple indices logarithmic merge
IR_ch4,3,introduction to information retrieval ch today collection statistics in more detail with rcv how big will the dictionary and postings be dictionary compression postings compression
IR_ch4,4,introduction to information retrieval ch why compression in general use less disk space save a little money give users more space keep more stuff in memory increases speed increase speed of data transfer from disk to memory read compressed data decompress is faster than read uncompressed data premise decompression algorithms are fast true of the decompression algorithms we use
IR_ch4,5,introduction to information retrieval ch why compression for inverted indexes dictionary make it small enough to keep in main memory make it so small that you can keep some postings lists in main memory too postings file s reduce disk space needed decrease time needed to read postings lists from disk large search engines keep a significant part of the postings in memory compression lets you keep more in memory we will devise various ir specific compression schemes
IR_ch4,6,introduction to information retrieval sec recall reuters rcv symbol statistic value n documents l avg tokens per doc m terms word types avg bytes per token incl spaces punct avg bytes per token without spaces punct avg bytes per term non positional postings
IR_ch4,7,introduction to information retrieval sec index parameters vs what we index details iir table p size of word types terms non positional positional postings postings dictionary non positional index positional index size cumul size k cumul size k cumul k unfiltered no numbers case folding stopwords stopwords stemming exercise give intuitions for all the entries why do some zero entries correspond to big deltas in other columns
IR_ch4,8,introduction to information retrieval sec lossless vs lossy compression lossless compression all information is preserved what we mostly do in ir lossy compression discard some information several of the preprocessing steps can be viewed as lossy compression case folding stop words stemming number elimination chapter prune postings entries that are unlikely to turn up in the top k list for any query almost no loss of quality in top k list
IR_ch4,9,introduction to information retrieval sec vocabulary size vs collection size how big is the term vocabulary that is how many distinct words are there can we assume an upper bound not really at least different words of length in practice the vocabulary will keep growing with the collection size especially with unicode
IR_ch4,10,introduction to information retrieval sec vocabulary size vs collection size heaps law m ktb m is the size of the vocabulary t is the number of tokens in the collection typical values k and b in a log log plot of vocabulary size m vs t heaps law predicts a line with slope about ½ it is the simplest possible linear relationship between the two in log log space log m log k b log t an empirical finding empirical law
IR_ch4,11,introduction to information retrieval sec heaps law fig p for rcv the dashed line log m log t is the best least squares fit thus m t so k and b good empirical fit for reuters rcv for first tokens law predicts terms actually terms
IR_ch4,12,introduction to information retrieval sec exercises what is the effect of including spelling errors vs automatically correcting spelling errors on heaps law compute the vocabulary size m for this scenario looking at a collection of web pages you find that there are different terms in the first tokens and different terms in the first tokens assume a search engine indexes a total of pages containing tokens on average what is the size of the vocabulary of the indexed collection as predicted by heaps law
IR_ch4,13,introduction to information retrieval sec zipf s law heaps law gives the vocabulary size in collections we also study the relative frequencies of terms in natural language there are a few very frequent terms and very many very rare terms zipf s law the ith most frequent term has frequency proportional to i cf i k i where k is a normalizing constant i cf is collection frequency the number of i occurrences of the term t in the collection i
IR_ch4,14,introduction to information retrieval sec zipf consequences if the most frequent term the occurs cf times then the second most frequent term of occurs cf times the third most frequent term and occurs cf times equivalent cf k i where k is a normalizing factor i so log cf log k log i i linear relationship between log cf and log i i another power law relationship
IR_ch4,15,introduction to information retrieval sec zipf s law for reuters rcv
IR_ch4,16,introduction to information retrieval ch compression now we will consider compressing the space for the dictionary and postings we ll do basic boolean index only no study of positional indexes etc but these ideas can be extended we will consider compression schemes
IR_ch4,17,introduction to information retrieval sec dictionary compression
IR_ch4,18,introduction to information retrieval sec why compress the dictionary search begins with the dictionary we want to keep it in memory memory footprint competition with other applications embedded mobile devices may have very little memory even if the dictionary isn t in memory we want it to be small for a fast search startup time so compressing the dictionary is important
IR_ch4,19,introduction to information retrieval dictionary storage naïve version array of fixed width entries terms bytes term mb t a a z a u e r c h l u m e s n f r e q p o s t i n g s p t r sec bytes bytes each dictionary search structure
IR_ch4,20,introduction to information retrieval sec fixed width terms are wasteful most of the bytes in the term column are wasted we allot bytes for letter terms and we still can t handle supercalifragilisticexpialidocious or hydrochlorofluorocarbons written english averages characters word exercise why is isn t this the number to use for estimating the dictionary size ave dictionary word in english characters how do we use characters per dictionary term short words dominate token counts but not type average
IR_ch4,21,introduction to information retrieval compressing the term list dictionary as a string systilesyzygeticsyzygialsyzygyszaibelyiteszczecinszomo f r e q p o s t i n g s p t r t e r m p t r sec store dictionary as a long string of characters pointer to next word shows end of current word hope to save up to of dictionary space total string length k x b mb pointers resolve m positions log m bits bytes
IR_ch4,22,introduction to information retrieval sec space for dictionary as a string bytes per term for freq now avg bytes per term for pointer to postings bytes term not bytes per term pointer avg bytes per term in term string k terms x mb against mb for fixed width
IR_ch4,23,introduction to information retrieval sec blocking store pointers to every kth term string example below k need to store term lengths extra byte systile syzygetic syzygial syzygy szaibelyite szczecin szomo freq postings ptr term ptr save bytes lose bytes on on term lengths pointers
IR_ch4,24,introduction to information retrieval sec blocking net gains example for block size k where we used bytes pointer without blocking x bytes now we use bytes shaved another mb this reduces the size of the dictionary from mb to mb we can save more with larger k question why not go with larger k
IR_ch4,25,introduction to information retrieval sec dictionary search without blocking assuming each dictionary term equally likely in query not really so in practice average number of comparisons exercise what if the frequencies of query terms were non uniform but known how would you structure the dictionary search tree
IR_ch4,26,introduction to information retrieval sec dictionary search with blocking binary search down to term block then linear search through terms in block blocks of binary tree avg compares
IR_ch4,27,introduction to information retrieval sec exercises estimate the space usage and savings compared to mb with blocking for block sizes of k and estimate the impact on search performance and slowdown compared to k with blocking for block sizes of k and
IR_ch4,28,introduction to information retrieval sec front coding front coding sorted words commonly have long common prefix store differences only for last k in a block of k automata automate automatic automation automat a e ic ion extra length encodes prefix automat beyond automat begins to resemble general string compression
IR_ch4,29,introduction to information retrieval sec rcv dictionary compression summary technique size in mb fixed width dictionary as string with pointers to every term blocking k blocking front coding
IR_ch4,30,introduction to information retrieval sec postings compression
IR_ch4,31,introduction to information retrieval sec postings compression the postings file is much larger than the dictionary factor of at least often over times larger key desideratum store each posting compactly a posting for our purposes is a docid for reuters documents we would use bits per docid when using byte integers alternatively we can use log bits per docid our goal use far fewer than bits per docid
IR_ch4,32,introduction to information retrieval sec postings two conflicting forces a term like arachnocentric occurs in maybe one doc out of a million we would like to store this posting using log m bits a term like the occurs in virtually every doc so bits posting mb is too expensive prefer bitmap vector in this case k
IR_ch4,33,introduction to information retrieval sec gap encoding of postings file entries we store the list of docs containing a term in increasing order of docid computer consequence it suffices to store gaps hope most gaps can be encoded stored with far fewer than bits especially for common words
IR_ch4,34,introduction to information retrieval sec three postings entries
IR_ch4,35,introduction to information retrieval sec variable length encoding aim for arachnocentric we will use bits gap entry for the we will use bit gap entry if the average gap for a term is g we want to use log g bits gap entry key challenge encode every integer gap with about as few bits as needed for that integer this requires a variable length encoding variable length codes achieve this by using short codes for small numbers
IR_ch4,36,introduction to information retrieval unary code represent n as n s with a final unary code for is unary code for is unary code for is this doesn t look promising but optimal if p n n we can use it as part of our solution
IR_ch4,37,introduction to information retrieval sec gamma codes we can compress better with bit level codes the gamma code is the best known of these represent a gap g as a pair length and offset offset is g in binary with the leading bit cut off for example length is the length of offset for offset this is we encode length with unary code gamma code of is the concatenation of length and offset
IR_ch4,38,introduction to information retrieval sec gamma code examples number length offset code none
IR_ch4,39,introduction to information retrieval reminder bitwise operations for compression you need to use bitwise operators python and most everything else bitwise and bitwise or bitwise xor ones complement left shift bits right shift lacks zero fill right shift recipes extract bits a x f if take high order bit add x f combine bit numbers a b c lookup tables rather than decoding can be faster yet still small
IR_ch4,40,introduction to information retrieval sec gamma code properties g is encoded using log g bits length of offset is log g bits length of length is log g bits all gamma codes have an odd number of bits almost within a factor of of best possible log g gamma code is uniquely prefix decodable like vb gamma code can be used for any distribution optimal for p n n gamma code is parameter free
IR_ch4,41,introduction to information retrieval sec gamma seldom used in practice machines have word boundaries bits operations that cross word boundaries are slower compressing and manipulating at the granularity of bits can be too slow all modern practice is to use byte or word aligned codes variable byte encoding is a faster conceptually simpler compression scheme with decent compression
IR_ch4,42,introduction to information retrieval sec variable byte vb codes for a gap value g we want to use close to the fewest bytes needed to hold log g bits begin with one byte to store g and dedicate bit in it to be a continuation bit c if g binary encode it in the available bits and set c else encode g s lower order bits and then use additional bytes to encode the higher order bits using the same algorithm at the end set the continuation bit of the last byte to c and for the other bytes c
IR_ch4,43,introduction to information retrieval sec example docids gaps vb code postings stored as the byte concatenation key property vb encoded postings are uniquely prefix decodable for a small gap vb uses a whole byte
IR_ch4,44,introduction to information retrieval sec rcv compression data structure size in mb dictionary fixed width dictionary term pointers into string with blocking k with blocking front coding collection text xml markup etc collection text term doc incidence matrix postings uncompressed bit words postings uncompressed bits postings variable byte encoded postings encoded
IR_ch4,45,introduction to information retrieval sec other variable unit codes variable byte codes are used by many real systems good low tech blend of variable length coding and sensitivity to computer memory alignment matches byte alignment wastes space if you have many small gaps as gap encoding often makes more modern work mainly uses the ideas be word aligned or bits even faster encode several gaps at the same time often assume a maximum gap size perhaps with an escape
IR_ch4,46,introduction to information retrieval group variable integer code used by google around turn of millennium jeff dean keynote at wsdm and presentations at cs encodes integers in blocks of size bytes first byte four bit binary length fields l l l l l j then l l l l bytes between hold numbers each number can use bits max gap length billion it was suggested that this was about twice as fast as vb encoding decoding gaps is much simpler no bit masking first byte can be decoded with lookup table or switch
IR_ch4,47,introduction to information retrieval simple anh moffat a word aligned multiple number encoding scheme how can we store several numbers in bits with a format selector bit numbers bit numbers bit numbers bit numbers selectors total ways
IR_ch4,48,introduction to information retrieval simple encoding scheme anh moffat encoding block bytes bits most significant nibble bits describe the layout of the other bits as follows layout n numbers of b bits each a single bit number bits n b two bit numbers three bit numbers and one spare bit four bit numbers five bit numbers and three spare bits seven bit numbers nine bit numbers and one spare bit fourteen two bit numbers twenty eight one bit numbers simple is a variant with additional uneven configurations efficiently decoded with hand coded decoder using bit masks extended simple family idea applies to bit words etc
IR_ch4,49,introduction to information retrieval sec index compression summary we can now create an index for highly efficient boolean retrieval that is very space efficient only of the total size of the collection only of the total size of the text in the collection we ve ignored positional information hence space savings are less for indexes used in practice but techniques substantially the same
IR_ch4,50,introduction to information retrieval ch resources for today s lecture iir mg f scholer h e williams and j zobel compression of inverted indexes for fast query evaluation proc acm sigir variable byte codes v n anh and a moffat inverted index compression using word aligned binary codes information retrieval word aligned codes
IR_ch5,1,introduction to information retrieval introduction to information retrieval cs information retrieval and web search christopher manning and pandu nayak wildcard queries and spelling correction
IR_ch5,2,introduction to information retrieval wild card queries
IR_ch5,3,introduction to information retrieval sec wild card queries mon find all docs containing any word beginning with mon easy with binary tree or b tree dictionary retrieve all words in range mon w moo mon find words ending in mon harder maintain an additional b tree for terms backwards can retrieve all words in range nom w non from this how can we enumerate all terms meeting the wild card query pro cent
IR_ch5,4,introduction to information retrieval sec query processing at this point we have an enumeration of all terms in the dictionary that match the wild card query we still have to look up the postings for each enumerated term e g consider the query se ate and fil er this may result in the execution of many boolean and queries
IR_ch5,5,introduction to information retrieval sec b trees handle s at the end of a query term how can we handle s in the middle of query term co tion we could look up co and tion in a b tree and intersect the two term sets expensive the solution transform wild card queries so that the s occur at the end this gives rise to the permuterm index
IR_ch5,6,introduction to information retrieval sec permuterm index add a to the end of each term rotate the resulting term and index them in a b tree for term hello index under hello ello h llo he lo hel o hell hello where is a special symbol hello ello h llo he empirically dictionary hello quadruples in size lo hel o hell hello
IR_ch5,7,introduction to information retrieval sec permuterm query processing add rotate to end lookup in permuterm index queries x lookup on x hello for hello x lookup on x hel for hel x lookup on x llo for llo x lookup on x ell for ell x y lookup on y x lo h for h lo x y z treat as a search for x z and post filter for h a o search for h o by looking up o h and post filter hello and retain halo
IR_ch5,8,introduction to information retrieval sec bigram k gram indexes enumerate all k grams sequence of k chars occurring in any term e g from text april is the cruelest month we get the grams bigrams a ap pr ri il l i is s t th he e c cr ru ue el le es st t m mo on nt h is a special word boundary symbol maintain a second inverted index from bigrams to dictionary terms that match each bigram
IR_ch5,9,introduction to information retrieval sec bigram index example the k gram index finds terms based on a query consisting of k grams here k m mace madden mo among amortize on along among
IR_ch5,10,introduction to information retrieval sec processing wild cards query mon can now be run as m and mo and on gets terms that match and version of our wildcard query but we d enumerate moon must post filter these terms against query surviving enumerated terms are then looked up in the term document inverted index fast space efficient compared to permuterm
IR_ch5,11,introduction to information retrieval sec processing wild card queries as before we must execute a boolean query for each enumerated filtered term wild cards can result in expensive query execution very large disjunctions pyth and prog if you encourage laziness people will respond search type your search terms use if you need to e g alex will match alexander
IR_ch5,12,introduction to information retrieval spelling correction
IR_ch5,13,introduction to information retrieval applications for spelling correction word processing phones web search
IR_ch5,14,introduction to information retrieval rates of spelling errors depending on the application error rates web queries wang et al retyping no backspace whitelaw et al english german words corrected retyping on phone sized organizer words uncorrected on organizer soukoreff mackenzie retyping kane and wobbrock gruden et al
IR_ch5,15,introduction to information retrieval spelling tasks spelling error detection spelling error correction autocorrect hte the suggest a correction suggestion lists
IR_ch5,16,introduction to information retrieval types of spelling errors non word errors graffe giraffe real word errors typographical errors three there cognitive errors homophones piece peace too two your you re non word correction was historically mainly context insensitive real word correction almost needs to be context sensitive
IR_ch5,17,introduction to information retrieval non word spelling errors non word spelling error detection any word not in a dictionary is an error the larger the dictionary the better up to a point the web is full of mis spellings so the web isn t necessarily a great dictionary non word spelling error correction generate candidates real words that are similar to error choose the one which is best shortest weighted edit distance highest noisy channel probability
IR_ch5,18,introduction to information retrieval real word non word spelling errors for each word w generate candidate set find candidate words with similar pronunciations find candidate words with similar spellings include w in candidate set choose best candidate noisy channel view of spell errors context sensitive so have to consider whether the surrounding words make sense flying form heathrow to lax flying from heathrow to lax
IR_ch5,19,introduction to information retrieval terminology we just discussed character bigrams and k grams st pr an we can also have word bigrams and n grams palo alto flying from road repairs
IR_ch5,20,introduction to information retrieval the noisy channel model of spelling independent word spelling correction
IR_ch5,21,introduction to information retrieval noisy channel intuition
IR_ch5,22,introduction to information retrieval noisy channel bayes rule we see an observation x of a misspelled word find the correct word ŵ w ˆ a a r r gw gw mî mî v v a a x x p p w x p w x x p w bayes argmax p x w p w wîv prior noisy channel model
IR_ch5,23,introduction to information retrieval history noisy channel for spelling proposed around ibm mays eric fred j damerau and robert l mercer context based spelling correction information processing and management at t bell labs kernighan mark d kenneth w church and william a gale a spelling correction program based on a noisy channel model proceedings of coling
IR_ch5,24,introduction to information retrieval non word spelling error example acress
IR_ch5,25,introduction to information retrieval candidate generation words with similar spelling small edit distance to error words with similar pronunciation small distance of pronunciation to error
IR_ch5,26,introduction to information retrieval candidate testing damerau levenshtein edit distance minimal edit distance between two strings where edits are insertion deletion substitution transposition of two adjacent letters see iir sec for edit distance
IR_ch5,27,introduction to information retrieval words within of acress error candidate correct error type correction letter letter acress actress t deletion acress cress a insertion acress caress ca ac transposition acress access c r substitution acress across o e substitution acress acres s insertion
IR_ch5,28,introduction to information retrieval candidate generation of errors are within edit distance almost all errors within edit distance also allow insertion of space or hyphen thisidea this idea inlaw in law can also allow merging words data base database for short texts like a query can just regard whole string as one item from which to produce edits
IR_ch5,29,introduction to information retrieval how do you generate the candidates run through dictionary check edit distance with each word generate all words within edit distance k e g k or and then intersect them with dictionary use a character k gram index and find dictionary words that share most k grams with word e g by jaccard coefficient see iir sec compute them fast with a levenshtein finite state transducer have a precomputed map of words to possible corrections
IR_ch5,30,introduction to information retrieval a paradigm we want the best spell corrections instead of finding the very best we find a subset of pretty good corrections say edit distance at most find the best amongst them these may not be the actual best this is a recurring paradigm in ir including finding the best docs for a query best answers best ads find a good candidate set find the top k amongst them and return them as the best
IR_ch5,31,introduction to information retrieval let s say we ve generated candidates now back to bayes rule we see an observation x of a misspelled word find the correct word ŵ w ˆ a a r r gw gw mî mî v v a a x x p p w x p x w x p w argmax p x w p w what s p w wîv
IR_ch5,32,introduction to information retrieval language model take a big supply of words your document collection with t tokens let c w occurrences of w in other applications you can take the supply to be typed queries suitably filtered when a static dictionary is inadequate p w c t w
IR_ch5,33,introduction to information retrieval unigram prior probability counts from words in corpus of contemporary english coca word frequency of p w word actress cress caress access across acres
IR_ch5,34,introduction to information retrieval channel model probability error model probability edit probability kernighan church gale misspelled word x x x x x m correct word w w w w w n p x w probability of the edit deletion insertion substitution transposition
IR_ch5,35,introduction to information retrieval computing error probability confusion matrix del x y count xy typed as x ins x y count x typed as xy sub x y count y typed as x trans x y count xy typed as yx insertion and deletion conditioned on previous character
IR_ch5,36,introduction to information retrieval confusion matrix for substitution
IR_ch5,37,introduction to information retrieval nearby keys
IR_ch5,38,introduction to information retrieval generating the confusion matrix peter norvig s list of errors peter norvig s list of counts of single edit errors all peter norvig s ngrams data links http norvig com ngrams
IR_ch5,39,introduction to information retrieval channel model kernighan church gale
IR_ch5,40,introduction to information retrieval smoothing probabilities add smoothing but if we use the confusion matrix example unseen errors are impossible they ll make the overall probability that seems too harsh e g in kernighan s chart q a and a q are both even though they re adjacent on the keyboard a simple solution is to add to all counts and then if there is a a character alphabet to normalize appropriately sub x w if substitution p x w count w a
IR_ch5,41,introduction to information retrieval channel model for acress candidate correct error x w p x w correction letter letter actress t c ct cress a a caress ca ac ac ca access c r r c across o e e o acres s es e acres s ss s
IR_ch5,42,introduction to information retrieval candidate correct error x w p x w p w corrnectoionisy lcethteranlnetteerl probability for acress p x w p w actress t c ct cress a a caress ca ac ac c a access c r r c across o e e o acres s es e acres s ss s
IR_ch5,43,introduction to information retrieval candidate correct error x w p x w p w noisy channel probability for acress correction letter letter p x w p w actress t c c t cress a a caress ca ac ac ca access c r r c across o e e o acres s es e acres s ss s
IR_ch5,44,introduction to information retrieval evaluation some spelling error test sets wikipedia s list of common english misspelling aspell filtered version of that list birkbeck spelling error corpus peter norvig s list of errors includes wikipedia and birkbeck for training or testing
IR_ch5,45,introduction to information retrieval context sensitive spelling correction spelling correction with the noisy channel
IR_ch5,46,introduction to information retrieval real word spelling errors leaving in about fifteen minuets to go to her house the design an construction of the system can they lave him my messages the study was conducted mainly be john black of spelling errors are real words kukich
IR_ch5,47,introduction to information retrieval context sensitive spelling error fixing for each word in sentence phrase query generate candidate set the word itself all single letter edits that are english words words that are homophones all of this can be pre computed choose best candidates noisy channel model
IR_ch5,48,introduction to information retrieval noisy channel for real word spell correction given a sentence x x x x n generate a set of candidates for each word x i candidate x x w w w candidate x x w w w candidate x x w w w n n n n n choose the sequence w that maximizes p w x x n wˆ argmax p w x wîv argmax p x w p w wîv
IR_ch5,49,introduction to information retrieval incorporating context words context sensitive spelling correction determining whether actress or across is appropriate will require looking at the context of use we can do this with a better language model you learned can learn a lot about language models in cs or cs n here we present just enough to be dangerous do the assignment a bigram language model conditions the probability of a word on just the previous word p w w p w p w w p w w n n n
IR_ch5,50,introduction to information retrieval incorporating context words for unigram counts p w is always non zero if our dictionary is derived from the document collection this won t be true of p w w we need to smooth k k we could use add smoothing on this conditional distribution but here s a better way interpolate a unigram and a bigram p w w λp w λ p w w li k k uni k bi k k p w w c w w c w bi k k k k k
IR_ch5,51,introduction to information retrieval all the important fine points note that we have several probability distributions for words keep them straight you might want need to work with log probabilities log p w w log p w log p w w log p w w n n n otherwise be very careful about floating point underflow our query may be words anywhere in a document we ll start the bigram estimate of a sequence with a unigram estimate often people instead condition on a start of sequence symbol but not good here because of this the unigram and bigram counts have different totals not a problem
IR_ch5,52,introduction to information retrieval using a bigram language model a stellar and versatile acress whose combination of sass and glamour counts from the corpus of contemporary american english with add smoothing p actress versatile p whose actress p across versatile p whose across p versatile actress whose x p versatile across whose x
IR_ch5,53,introduction to information retrieval using a bigram language model a stellar and versatile acress whose combination of sass and glamour counts from the corpus of contemporary american english with add smoothing p actress versatile p whose actress p across versatile p whose across p versatile actress whose x p versatile across whose x
IR_ch5,54,introduction to information retrieval noisy channel for real word spell correction two of thew to threw tao off thaw too on the two of thaw
IR_ch5,55,introduction to information retrieval noisy channel for real word spell correction two of thew to threw tao off thaw too on the two of thaw
IR_ch5,56,introduction to information retrieval simplification one error per sentence out of all possible sentences with one word replaced w w w w two off thew w w w w two of the w w w w too of thew choose the sequence w that maximizes p w
IR_ch5,57,introduction to information retrieval where to get the probabilities language model unigram bigram etc channel model same as for non word spelling correction plus need probability for no error p w w
IR_ch5,58,introduction to information retrieval probability of no error what is the channel probability for a correctly typed word p the the if you have a big corpus you can estimate this percent correct but this value depends strongly on the application error in words error in words error in words
IR_ch5,59,introduction to information retrieval peter norvig s thew example x w x w p x w p w p x w p w thew the ew e thew thew thew thaw e a thew threw h hr ew w thew thwe e
IR_ch5,60,introduction to information retrieval state of the art noisy channel we never just multiply the prior and the error model independence assumptions probabilities not commensurate instead weight them learn λ from a development test set w ˆ a r gw mî v a x p x w p w l
IR_ch5,61,introduction to information retrieval improvements to channel model allow richer edits brill and moore ent ant ph f le al incorporate pronunciation into channel toutanova and moore incorporate device into channel not all android phones need have the same error model but spell correction may be done at the system level
IR_ch6,1,introduction to information retrieval introduction to information retrieval cs information retrieval and web search pandu nayak and prabhakar raghavan lecture scoring term weighting and the vector space model
IR_ch6,2,introduction to information retrieval recap of lecture collection and vocabulary statistics heaps and zipf s laws dictionary compression for boolean indexes dictionary string blocks front coding postings compression gap encoding prefix unique codes variable byte and gamma codes collection text xml markup etc mb collection text term doc incidence matrix postings uncompressed bit words postings uncompressed bits postings variable byte encoded postings encoded
IR_ch6,3,introduction to information retrieval this lecture iir sections ranked retrieval scoring documents term frequency collection statistics weighting schemes vector space scoring
IR_ch6,4,introduction to information retrieval ch ranked retrieval thus far our queries have all been boolean documents either match or don t good for expert users with precise understanding of their needs and the collection also good for applications applications can easily consume s of results not good for the majority of users most users incapable of writing boolean queries or they are but they think it s too much work most users don t want to wade through s of results this is particularly true of web search
IR_ch6,5,introduction to information retrieval ch problem with boolean search feast or famine boolean queries often result in either too few or too many s results query standard user dlink hits query standard user dlink no card found hits it takes a lot of skill to come up with a query that produces a manageable number of hits and gives too few or gives too many
IR_ch6,6,introduction to information retrieval ranked retrieval models rather than a set of documents satisfying a query expression in ranked retrieval the system returns an ordering over the top documents in the collection for a query free text queries rather than a query language of operators and expressions the user s query is just one or more words in a human language in principle there are two separate choices here but in practice ranked retrieval has normally been associated with free text queries and vice versa
IR_ch6,7,introduction to information retrieval ch feast or famine not a problem in ranked retrieval when a system produces a ranked result set large result sets are not an issue indeed the size of the result set is not an issue we just show the top k results we don t overwhelm the user premise the ranking algorithm works
IR_ch6,8,introduction to information retrieval ch scoring as the basis of ranked retrieval we wish to return in order the documents most likely to be useful to the searcher how can we rank order the documents in the collection with respect to a query assign a score say in to each document this score measures how well document and query match
IR_ch6,9,introduction to information retrieval ch query document matching scores we need a way of assigning a score to a query document pair let s start with a one term query if the query term does not occur in the document score should be the more frequent the query term in the document the higher the score should be we will look at a number of alternatives for this
IR_ch6,10,introduction to information retrieval ch take jaccard coefficient recall from lecture a commonly used measure of overlap of two sets a and b jaccard a b a b a b jaccard a a jaccard a b if a b a and b don t have to be the same size always assigns a number between and
IR_ch6,11,introduction to information retrieval ch jaccard coefficient scoring example what is the query document match score that the jaccard coefficient computes for each of the two documents below query ides of march document caesar died in march document the long march
IR_ch6,12,introduction to information retrieval issues with jaccard for scoring it doesn t consider term frequency how many times a term occurs in a document rare terms in a collection are more informative than frequent terms jaccard doesn t consider this information we need a more sophisticated way of normalizing for length later in this lecture we ll use instead of a b a b jaccard for length normalization a b a b ch
IR_ch6,13,introduction to information retrieval sec recall lecture binary term document incidence matrix antony and cleopatra julius caesar the tempest hamlet othello macbeth antony brutus caesar calpurnia cleopatra mercy worser each document is represented by a binary vector v
IR_ch6,14,introduction to information retrieval sec term document count matrices consider the number of occurrences of a term in a document each document is a count vector in ℕv a column below antony and cleopatra julius caesar the tempest hamlet othello macbeth antony brutus caesar calpurnia cleopatra mercy worser
IR_ch6,15,introduction to information retrieval bag of words model vector representation doesn t consider the ordering of words in a document john is quicker than mary and mary is quicker than john have the same vectors this is called the bag of words model in a sense this is a step back the positional index was able to distinguish these two documents we will look at recovering positional information later in this course for now bag of words model
IR_ch6,16,introduction to information retrieval term frequency tf the term frequency tf of term t in document d is t d defined as the number of times that t occurs in d we want to use tf when computing query document match scores but how raw term frequency is not what we want a document with occurrences of the term is more relevant than a document with occurrence of the term but not times more relevant relevance does not increase proportionally with term frequency nb frequency count in ir
IR_ch6,17,introduction to information retrieval log frequency weighting the log frequency weight of term t in d is etc score for a document query pair sum over terms t in both q and d score the score is if none of the query terms is present in the document w t d t q l o d g t f t l d o g t f t i o d f t t h f e t d r w i s e sec
IR_ch6,18,introduction to information retrieval sec document frequency rare terms are more informative than frequent terms recall stop words consider a term in the query that is rare in the collection e g arachnocentric a document containing this term is very likely to be relevant to the query arachnocentric we want a high weight for rare terms like arachnocentric
IR_ch6,19,introduction to information retrieval sec document frequency continued frequent terms are less informative than rare terms consider a query term that is frequent in the collection e g high increase line a document containing such a term is more likely to be relevant than a document that doesn t but it s not a sure indicator of relevance for frequent terms we want high positive weights for words like high increase and line but lower weights than for rare terms we will use document frequency df to capture this
IR_ch6,20,introduction to information retrieval idf weight df is the document frequency of t the number of t documents that contain t df is an inverse measure of the informativeness of t t df n t we define the idf inverse document frequency of t by we use log n df instead of n df to dampen the effect t t of idf i d f t l o g n d f t sec will turn out the base of the log is immaterial
IR_ch6,21,introduction to information retrieval sec idf example suppose n million term df idf t t calpurnia animal sunday fly under the idf log n df t t there is one idf value for each term t in a collection
IR_ch6,22,introduction to information retrieval effect of idf on ranking does idf have an effect on ranking for one term queries like iphone idf has no effect on ranking one term queries idf affects the ranking of documents for queries with at least two terms for the query capricious person idf weighting makes occurrences of capricious count for much more in the final document ranking than occurrences of person
IR_ch6,23,introduction to information retrieval sec collection vs document frequency the collection frequency of t is the number of occurrences of t in the collection counting multiple occurrences example word collection frequency document frequency insurance try which word is a better search term and should get a higher weight
IR_ch6,24,introduction to information retrieval sec tf idf weighting the tf idf weight of a term is the product of its tf weight and its idf weight w log tf log n df t d t t d best known weighting scheme in information retrieval note the in tf idf is a hyphen not a minus sign alternative names tf idf tf x idf increases with the number of occurrences within a document increases with the rarity of the term in the collection
IR_ch6,25,introduction to information retrieval score for a document given a query there are many variants how tf is computed with without logs whether the terms in the query are also weighted s c o r e q d t q d t f i d f t d sec
IR_ch6,26,introduction to information retrieval binary count weight matrix c c a b c a l m w n t o n y r u t u s a e s a r l p u r n i e o p a t r e r c y o r s e r a a a n t o n y a n d c l e o p a t r a j u l i u s c a e s a r t h e t e m p e s t h a m l e t o t h e l l o m a c b e t h sec each document is now represented by a real valued vector of tf idf weights r v
IR_ch6,27,introduction to information retrieval sec documents as vectors so we have a v dimensional vector space terms are axes of the space documents are points or vectors in this space very high dimensional tens of millions of dimensions when you apply this to a web search engine these are very sparse vectors most entries are zero
IR_ch6,28,introduction to information retrieval sec queries as vectors key idea do the same for queries represent them as vectors in the space key idea rank documents according to their proximity to the query in this space proximity similarity of vectors proximity inverse of distance recall we do this because we want to get away from the you re either in or out boolean model instead rank more relevant documents higher than less relevant documents
IR_ch6,29,introduction to information retrieval sec formalizing vector space proximity first cut distance between two points distance between the end points of the two vectors euclidean distance euclidean distance is a bad idea because euclidean distance is large for vectors of different lengths
IR_ch6,30,introduction to information retrieval sec why distance is a bad idea the euclidean distance between q and d is large even though the distribution of terms in the query q and the distribution of terms in the document d are very similar
IR_ch6,31,introduction to information retrieval sec use angle instead of distance thought experiment take a document d and append it to itself call this document d semantically d and d have the same content the euclidean distance between the two documents can be quite large the angle between the two documents is corresponding to maximal similarity key idea rank documents according to angle with query
IR_ch6,32,introduction to information retrieval sec from angles to cosines the following two notions are equivalent rank documents in decreasing order of the angle between query and document rank documents in increasing order of cosine query document cosine is a monotonically decreasing function for the interval o o
IR_ch6,33,introduction to information retrieval sec from angles to cosines but how and why should we be computing cosines
